Model,Brand,Price ($),Price Range,Year,Exterior color,Interior color,Seats,Range (mi),Fast Charging L3 (minutes),Mileage (mi),Performance (HP),Charging type,Battery Size (kWh),Battery Warranty (months),Battery Warranty (miles),VIN,URL
Optiqsport,Cadillac,38245.0,Medium,2025.0,Black,Noir,5.0,300.0,30.0,2.0,300.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3GYK3EMR3SS207865,https://ev.com/vehicle/tip8xr
Optiqsport,Cadillac,43135.0,Medium,2025.0,White,Noir,5.0,300.0,30.0,2.0,300.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3GYK3GMR4SS206719,https://ev.com/vehicle/teyfpf
Optiqluxury,Cadillac,40470.0,Medium,2025.0,Silver,Noir,5.0,300.0,30.0,2.0,300.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3GYK3DMR1SS207874,https://ev.com/vehicle/hg4868
Optiqsport,Cadillac,40970.0,Medium,2025.0,Silver,Noir,5.0,300.0,30.0,2.0,300.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3GYK3GMR1SS212106,https://ev.com/vehicle/70j4w2
Optiqsport,Cadillac,41045.0,Medium,2025.0,Black,Noir,5.0,300.0,30.0,2.0,300.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3GYK3GMR0SS212131,https://ev.com/vehicle/i23gb6
Optiqsport,Cadillac,41570.0,Medium,2025.0,White,Noir,5.0,300.0,30.0,2.0,300.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3GYK3GMR5SS212111,https://ev.com/vehicle/og42ue
Optiqsport 2 Awd,Cadillac,39390.0,Medium,2025.0,Unknown,Unknown,5.0,300.0,30.0,4.0,300.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3GYK3GMR6SS218385,https://ev.com/vehicle/3lxiid
Optiqluxury 1 Awd,Cadillac,36690.0,Medium,2025.0,Unknown,Unknown,5.0,300.0,30.0,3.0,300.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3GYK3BMR9SS212499,https://ev.com/vehicle/4jb2pd
Optiqsport 2 Awd,Cadillac,39990.0,Medium,2025.0,Unknown,Unknown,5.0,300.0,30.0,4.0,300.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3GYK3GMR1SS218391,https://ev.com/vehicle/feiiza
Optiqsport 2 Awd,Cadillac,38765.0,Medium,2025.0,Unknown,Unknown,5.0,300.0,30.0,3.0,300.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3GYK3GMR4SS218370,https://ev.com/vehicle/jx2kkr
Optiqsport 2 Awd,Cadillac,42020.0,Medium,2025.0,Monarch Orange,Noir,5.0,300.0,30.0,5.0,300.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3GYK3GMR4SS213329,https://ev.com/vehicle/60awyt
Optiqluxury 1 Awd,Cadillac,37665.0,Medium,2025.0,White,Noir,5.0,300.0,30.0,5.0,300.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3GYK3BMR0SS212259,https://ev.com/vehicle/zs9tai
Vistiqsport,Cadillac,62065.0,High,2026.0,Unknown,Unknown,7.0,300.0,30.0,-12000.0,615.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYC3NML5TZ702623,https://ev.com/vehicle/u0sq45
Vistiqsport,Cadillac,62065.0,High,2026.0,Unknown,Unknown,7.0,300.0,30.0,-12000.0,615.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYC3NML0TZ702948,https://ev.com/vehicle/3yggu5
Vistiqsport,Cadillac,62065.0,High,2026.0,Unknown,Unknown,7.0,300.0,30.0,-12000.0,615.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYC3NML3TZ702975,https://ev.com/vehicle/tjfhbe
Escalade Iqsport 2 Awd,Cadillac,142660.0,High,2025.0,Black,Harbor Blue With Backen Black Accents,7.0,450.0,30.0,11.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKLXSU108673,https://ev.com/vehicle/tfj5t4
Escalade Iqsport 2 Awd,Cadillac,142480.0,High,2025.0,White,Camelia,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL3SU107817,https://ev.com/vehicle/9myfez
Escalade Iqsport 2 Awd,Cadillac,140915.0,High,2025.0,White,Camelia,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL8SU108090,https://ev.com/vehicle/saiyp0
Escalade Iqsport 2 Awd,Cadillac,143135.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,0.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL3SU108756,https://ev.com/vehicle/8bqjtl
Escalade Iqsport 1 Awd,Cadillac,126105.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,0.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEEKL6SU108759,https://ev.com/vehicle/6ht3p6
Escalade Iqsport 2 Awd,Cadillac,140865.0,High,2025.0,White,Harbor Blu With Backen Bl,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL9SU108132,https://ev.com/vehicle/xaw8al
Lyriqluxury W/1Se,Cadillac,58265.0,High,2025.0,Radiant Red Tintcoat,Noir with Santorini Blue accents,5.0,307.0,32.0,5.0,515.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYKPTRL8SZ311493,https://ev.com/vehicle/rq4eq1
Lyriqluxury W/1Sc,Cadillac,42060.0,Medium,2025.0,Argent Silver Metallic,Noir with Santorini Blue accents,5.0,314.0,32.0,5.0,365.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYKPNRK1SZ311967,https://ev.com/vehicle/f2i07h
Lyriqsport W/1Sf,Cadillac,44355.0,Medium,2025.0,Blue,Noir With Santorini Blu A,5.0,314.0,32.0,2.0,365.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYKPURK0SZ310822,https://ev.com/vehicle/vg81tb
Lyriqsport W/1Sf,Cadillac,43390.0,Medium,2025.0,Red,Noir With Santorini Blu A,5.0,314.0,32.0,2.0,365.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYKPURK0SZ311128,https://ev.com/vehicle/qc8vip
Lyriqsport W/1Sf,Cadillac,46290.0,Medium,2025.0,Black,Noir With Santorini Blu A,5.0,314.0,32.0,2.0,365.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYKPURL0SZ310442,https://ev.com/vehicle/jgf2d2
Lyriqsport W/1Sf,Cadillac,43730.0,Medium,2025.0,Silver,Noir With Santorini Blu A,5.0,314.0,32.0,2.0,365.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYKPURK8SZ311121,https://ev.com/vehicle/cnczht
Lyriqsport W/1Sf,Cadillac,45350.0,Medium,2025.0,White,Noir With Santorini Blue Accents,5.0,314.0,32.0,5.0,365.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYKPURK6SZ311800,https://ev.com/vehicle/rpmznq
Optiqsport,Cadillac,41570.0,Medium,2025.0,Red,Egt,5.0,300.0,30.0,2.0,300.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3GYK3GMR3SS196863,https://ev.com/vehicle/j01wwf
Optiqluxury,Cadillac,40065.0,Medium,2025.0,Black,Autumn Canyon,5.0,300.0,30.0,2.0,300.0,SAE CCS DC fast charge connector,84.0,96.0,100000.0,3GYK3DMR1SS158479,https://ev.com/vehicle/p6uszm
Vistiqluxury,Cadillac,61090.0,High,2026.0,Black,Jet Black,7.0,300.0,30.0,35.0,615.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYC3KML8TZ700265,https://ev.com/vehicle/sd8rzq
Vistiqluxury,Cadillac,61390.0,High,2026.0,Unknown,Unknown,7.0,300.0,30.0,4.0,615.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYC3KML3TZ701761,https://ev.com/vehicle/x48lza
Vistiqsport,Cadillac,63290.0,High,2026.0,Unknown,Unknown,7.0,300.0,30.0,-12000.0,615.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYC3NML6TZ701447,https://ev.com/vehicle/j5h9yi
Vistiqluxury,Cadillac,60765.0,High,2026.0,Unknown,Unknown,7.0,300.0,30.0,-12000.0,615.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYC3KML6TZ701978,https://ev.com/vehicle/x6569l
Vistiqluxury,Cadillac,61890.0,High,2026.0,Stellar Black Metallic,Jet Black,7.0,300.0,30.0,5.0,615.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYC3KML1TZ701130,https://ev.com/vehicle/mq6qmy
Vistiqsport,Cadillac,62115.0,High,2026.0,Argent Silver Metallic,Jet Black,7.0,300.0,30.0,5.0,615.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYC3NML7TZ701098,https://ev.com/vehicle/p9a99e
Vistiqsport,Cadillac,62740.0,High,2026.0,Stellar Black Metallic,Jet Black,7.0,300.0,30.0,5.0,615.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYC3NML7TZ701134,https://ev.com/vehicle/4gom2l
Vistiqluxury,Cadillac,62190.0,High,2026.0,Stellar Black Metallic,Jet Black,7.0,300.0,30.0,5.0,615.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYC3KML9TZ701313,https://ev.com/vehicle/nnovzj
Vistiqsport,Cadillac,62740.0,High,2026.0,Stellar Black Metallic,Jet Black,7.0,300.0,30.0,5.0,615.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYC3NML8TZ701062,https://ev.com/vehicle/v6nuxl
Vistiqluxury,Cadillac,61565.0,High,2026.0,Argent Silver Metallic,Jet Black,7.0,300.0,30.0,5.0,615.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYC3KML1TZ701368,https://ev.com/vehicle/vtzzkv
Vistiqluxury,Cadillac,61090.0,High,2026.0,Stellar Black Metallic,Jet Black,7.0,300.0,30.0,11.0,615.0,SAE CCS DC fast charge connector,102.0,96.0,100000.0,1GYC3KML2TZ700424,https://ev.com/vehicle/gxfjj4
Escalade Iqsport 1,Cadillac,119665.0,High,2025.0,Black,Backen Black With Santorini Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEEKL5SU100636,https://ev.com/vehicle/qkfxyw
Escalade Iqluxury 1,Cadillac,121415.0,High,2025.0,Black,Backen Black With Santorini Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTECKL0SU105926,https://ev.com/vehicle/ej034b
Escalade Iqluxury 2,Cadillac,139165.0,High,2025.0,White,Harbor Blue With Backen Black Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEDKL0SU101817,https://ev.com/vehicle/hfiam5
Escalade Iqluxury 2,Cadillac,140265.0,High,2025.0,White,Harbor Blue With Backen Black Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEDKL4SU104137,https://ev.com/vehicle/1ty8jf
Escalade Iqluxury 1,Cadillac,126030.0,High,2025.0,Black,Backen Black With Santorini Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTECKL7SU105924,https://ev.com/vehicle/6o92jb
Escalade Iqluxury 2,Cadillac,141160.0,High,2025.0,Black,Harbor Blue With Backen Black Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEDKL8SU100530,https://ev.com/vehicle/7u0doa
Escalade Iqsport 2,Cadillac,140440.0,High,2025.0,Unknown,Harbor Blue With Backen Black Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEFKL1SU104639,https://ev.com/vehicle/9jqe6r
Escalade Iqsport 2,Cadillac,139665.0,High,2025.0,White,Harbor Blue With Backen Black Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEFKL6SU103633,https://ev.com/vehicle/i7l88v
Escalade Iqsport 2,Cadillac,139665.0,High,2025.0,White,Harbor Blue With Backen Black Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEFKL8SU103634,https://ev.com/vehicle/27eyuc
Escalade Iqsport 2,Cadillac,142285.0,High,2025.0,Unknown,Camelia With Backen Black Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEFKL8SU105190,https://ev.com/vehicle/qj4qoi
Escalade Iqsport 2,Cadillac,139815.0,High,2025.0,Black,Harbor Blue With Backen Black Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEFKL9SU101262,https://ev.com/vehicle/i4mq53
Escalade Iqsport 2,Cadillac,139665.0,High,2025.0,Black,Harbor Blue With Backen Black Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEFKLXSU103165,https://ev.com/vehicle/3o7vrf
Escalade Iqsport 2,Cadillac,139665.0,High,2025.0,Black,Harbor Blue With Backen Black Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEFKL2SU106318,https://ev.com/vehicle/d9yat5
Escalade Iqsport 2,Cadillac,139665.0,High,2025.0,Black,Harbor Blue With Backen Black Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEFKL2SU103631,https://ev.com/vehicle/ygkwsh
Escalade Iqluxury 1,Cadillac,121415.0,High,2025.0,Black,Backen Black With Santorini Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTECKL5SU101869,https://ev.com/vehicle/1ezkj8
Escalade Iqluxury 2,Cadillac,140265.0,High,2025.0,White,Harbor Blue With Backen Black Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEDKL7SU101619,https://ev.com/vehicle/m05rju
Escalade Iqluxury 2,Cadillac,140265.0,High,2025.0,White,Harbor Blue With Backen Black Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEDKL7SU101622,https://ev.com/vehicle/67p331
Escalade Iqluxury 2,Cadillac,139940.0,High,2025.0,Unknown,Camelia With Backen Black Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEDKL5SU105880,https://ev.com/vehicle/x72px6
Escalade Iqsport 2,Cadillac,149160.0,High,2025.0,Black,Harbor Blue With Backen Black Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEFKL0SU101814,https://ev.com/vehicle/vfm6ro
Escalade Iqluxury 2,Cadillac,141040.0,High,2025.0,Unknown,Camelia With Backen Black Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEDKL8SU106098,https://ev.com/vehicle/nnk3w6
Escalade Iqluxury 2,Cadillac,139165.0,High,2025.0,Black,Camelia With Backen Black Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEDKL9SU106319,https://ev.com/vehicle/5t09fk
Escalade Iqsport 2,Cadillac,143385.0,High,2025.0,Black,Harbor Blue With Backen Black Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEFKL2SU106657,https://ev.com/vehicle/defmbq
Escalade Iqsport 2,Cadillac,142435.0,High,2025.0,Unknown,Camelia With Backen Black Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL8SU106954,https://ev.com/vehicle/bvq1sn
Escalade Iqsport 2,Cadillac,139815.0,High,2025.0,Black,Harbor Blue,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL7SU107111,https://ev.com/vehicle/zwh9aa
Escalade Iqsport 2,Cadillac,145100.0,High,2025.0,Unknown,Camelia,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKLXSU107118,https://ev.com/vehicle/fefag3
Escalade Iqluxury 2,Cadillac,139165.0,High,2025.0,White,Camelia,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEDKL6SU106794,https://ev.com/vehicle/ra51mb
Escalade Iqsport 1,Cadillac,126945.0,High,2025.0,White,Noir W/Santorini,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEEKL6SU107305,https://ev.com/vehicle/3mdojc
Escalade Iqsport 2,Cadillac,141390.0,High,2025.0,Unknown,Camelia,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL0SU106981,https://ev.com/vehicle/4c5xey
Escalade Iqsport 2,Cadillac,139815.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL2SU107386,https://ev.com/vehicle/yjxoib
Escalade Iqsport 2,Cadillac,139815.0,High,2025.0,White,Harbor Blue,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL9SU107112,https://ev.com/vehicle/zfofjy
Escalade Iqsport 1,Cadillac,121660.0,High,2025.0,Black,Backen Black With Santorini Accents,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEEKL8SU101621,https://ev.com/vehicle/g8v4wx
Escalade Iqsport 2,Cadillac,140765.0,High,2025.0,White,Harbor Blue,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL3SU107218,https://ev.com/vehicle/rdjdwl
Escalade Iqsport 2,Cadillac,143535.0,High,2025.0,Unknown,Camelia,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL4SU107082,https://ev.com/vehicle/pdfdlc
Escalade Iqluxury 2,Cadillac,142875.0,High,2025.0,White,Camelia,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEDKL7SU107372,https://ev.com/vehicle/vprhc8
Escalade Iqsport 2,Cadillac,139815.0,High,2025.0,Black,Camelia,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL1SU107377,https://ev.com/vehicle/oypq5e
Escalade Iqsport 2,Cadillac,139815.0,High,2025.0,Black,Camelia,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL5SU107382,https://ev.com/vehicle/wwd5ck
Escalade Iqsport 2,Cadillac,139815.0,High,2025.0,White,Camelia,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKLXSU107376,https://ev.com/vehicle/xulkab
Escalade Iqsport 1,Cadillac,122910.0,High,2025.0,Unknown,Noir W/Santorini,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEEKL8SU107001,https://ev.com/vehicle/jf4z7r
Escalade Iqsport 2,Cadillac,141810.0,High,2025.0,Black,Harbor Blue,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL3SU107381,https://ev.com/vehicle/zpi0wf
Escalade Iqsport 1,Cadillac,122285.0,High,2025.0,Unknown,Noir W/Santorini,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEEKL7SU107846,https://ev.com/vehicle/vzi1ka
Escalade Iqluxury 2,Cadillac,139165.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,8.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEDKL0SU102904,https://ev.com/vehicle/ihk6ff
Escalade Iqsport 2,Cadillac,139665.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,6.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEFKL4SU104036,https://ev.com/vehicle/ydf2v4
Escalade Iqsport 2,Cadillac,139665.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,5.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEFKL9SU104033,https://ev.com/vehicle/avj6tl
Escalade Iqsport 2,Cadillac,139665.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,6.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEFKL7SU102331,https://ev.com/vehicle/dl1qxd
Escalade Iqsport 2,Cadillac,141810.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,7.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEFKL0SU106480,https://ev.com/vehicle/l4o3wv
Escalade Iqsport 2,Cadillac,140440.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,5.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEFKL8SU106789,https://ev.com/vehicle/cn6gfp
Escalade Iqsport 2,Cadillac,150410.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,0.0,680.0,SAE CCS DC fast charge connector,204.0,96.0,100000.0,1GYTEFKL8SU101415,https://ev.com/vehicle/nzuy90
Escalade Iqsport 2,Cadillac,143209.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,7.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL6SU106726,https://ev.com/vehicle/q4uhp1
Escalade Iqsport 2,Cadillac,142435.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,7.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL0SU107015,https://ev.com/vehicle/wvq6p1
Escalade Iqsport 2,Cadillac,142435.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,5.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL2SU106965,https://ev.com/vehicle/io332r
Escalade Iqsport 2,Cadillac,140915.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,4.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL6SU107018,https://ev.com/vehicle/ne9of1
Escalade Iqsport 2,Cadillac,139815.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,4.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL6SU107116,https://ev.com/vehicle/xvrjoz
Escalade Iqsport 1,Cadillac,124280.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,3.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEEKL0SU107705,https://ev.com/vehicle/2n4ldj
Escalade Iqsport 1,Cadillac,124280.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,5.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEEKL4SU107710,https://ev.com/vehicle/8y1c7p
Escalade Iqsport 1,Cadillac,124280.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,4.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEEKL6SU107708,https://ev.com/vehicle/2tlnrd
Escalade Iqsport 1,Cadillac,121390.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,5.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEEKL7SU107684,https://ev.com/vehicle/oft03d
Escalade Iqsport 2,Cadillac,141810.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,7.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL0SU107709,https://ev.com/vehicle/t2ahel
Escalade Iqsport 1,Cadillac,124340.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,2.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEEKL4SU107741,https://ev.com/vehicle/8el1ct
Escalade Iqsport 1 Awd,Cadillac,120290.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,15.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEEKL8SU107743,https://ev.com/vehicle/8sr9j2
Escalade Iqluxury 1 Awd,Cadillac,127340.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,4.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTECKL7SU107978,https://ev.com/vehicle/5enpyh
Escalade Iqsport 1 Awd,Cadillac,130305.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,4.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEEKL2SU107964,https://ev.com/vehicle/gvw7vw
Escalade Iqsport 1 Awd,Cadillac,124380.0,High,2025.0,Unknown,Unknown,7.0,450.0,30.0,3.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEEKL3SU108119,https://ev.com/vehicle/p69y0k
Escalade Iqluxury 1,Cadillac,121415.0,High,2025.0,Summit White,Backen Black with Santorini Accents,7.0,450.0,30.0,5.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTECKL0SU104212,https://ev.com/vehicle/xiqpfu
Escalade Iqluxury 1,Cadillac,122980.0,High,2025.0,Black Raven,Backen Black with Santorini Accents,7.0,450.0,30.0,5.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTECKL8SU104345,https://ev.com/vehicle/lj9n7q
Escalade Iqluxury 1,Cadillac,123905.0,High,2025.0,Black Raven,Backen Black with Santorini Accents,7.0,450.0,30.0,377.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTECKL9SU101261,https://ev.com/vehicle/n2h1xn
Escalade Iqluxury 1,Cadillac,121415.0,High,2025.0,Black Raven,Backen Black with Santorini Accents,7.0,450.0,30.0,5.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTECKLXSU102063,https://ev.com/vehicle/7mes6q
Escalade Iqsport 1,Cadillac,122135.0,High,2025.0,Black Raven,Sheer Gray with Dark Medium Cinder accents,7.0,450.0,30.0,5.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEEKL8SU101425,https://ev.com/vehicle/0zlng0
Escalade Iqsport 2,Cadillac,142085.0,High,2025.0,Flare Metallic,Camelia with Backen Black accents,7.0,450.0,30.0,5.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL5SU101162,https://ev.com/vehicle/0m024o
Escalade Iqsport 2,Cadillac,140290.0,High,2025.0,Flare Metallic,Harbor Blue with Backen Black accents,7.0,450.0,30.0,5.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEFKL4SU106711,https://ev.com/vehicle/f5d40p
Escalade Iqluxury 2,Cadillac,139940.0,High,2025.0,Flare Metallic,Camelia with Backen Black accents,7.0,450.0,30.0,5.0,680.0,SAE CCS DC fast charge connector,246.0,96.0,100000.0,1GYTEDKL4SU106650,https://ev.com/vehicle/gc0ok7
